state,district,agro_climatic_zone,crop,crop_type,season,soil_n,soil_p,soil_k,soil_ph,avg_temperature,avg_rainfall,humidity,area_hectare,yield_ton_per_hectare
Delhi,Delhi District 5,Upper Gangetic Plains,Rice,Agriculture,Zaid,63,36,47,6.82,32.3,699.4,59.9,1.2,4.18
Delhi,Delhi District 4,Upper Gangetic Plains,Rice,Agriculture,Kharif,113,43,30,5.57,19.6,1466.1,59.3,4.39,4.63
Delhi,Delhi District 3,Upper Gangetic Plains,Wheat,Agriculture,Rabi,109,33,32,7.45,34.9,1203.0,70.7,1.57,3.47
Delhi,Delhi District 5,Upper Gangetic Plains,Wheat,Agriculture,Rabi,102,26,38,5.58,24.9,1634.0,76.7,4.67,4.66
Delhi,Delhi District 1,Upper Gangetic Plains,Wheat,Agriculture,Zaid,107,51,31,6.89,29.3,1881.2,70.9,1.94,2.39
Delhi,Delhi District 4,Upper Gangetic Plains,Wheat,Agriculture,Zaid,84,39,50,6.02,26.7,511.1,82.2,4.85,5.88
Delhi,Delhi District 4,Upper Gangetic Plains,Wheat,Agriculture,Zaid,119,29,67,7.86,29.4,1492.1,45.5,4.43,1.77
Delhi,Delhi District 3,Upper Gangetic Plains,Maize,Agriculture,Rabi,52,44,65,5.83,34.5,1973.0,48.4,4.39,3.26
Delhi,Delhi District 5,Upper Gangetic Plains,Maize,Agriculture,Rabi,89,25,79,5.63,33.7,1424.9,79.9,3.73,2.09
Delhi,Delhi District 1,Upper Gangetic Plains,Maize,Agriculture,Zaid,85,22,31,6.37,27.2,1679.2,49.7,4.11,3.3
Delhi,Delhi District 4,Upper Gangetic Plains,Maize,Agriculture,Kharif,67,47,85,6.49,27.9,1554.4,54.2,2.68,5.16
Delhi,Delhi District 1,Upper Gangetic Plains,Maize,Agriculture,Rabi,46,39,67,7.63,20.5,350.6,82.0,2.87,3.92
Delhi,Delhi District 3,Upper Gangetic Plains,Sugarcane,Agriculture,Zaid,79,22,31,7.92,29.4,561.4,46.0,1.42,4.95
Delhi,Delhi District 2,Upper Gangetic Plains,Sugarcane,Agriculture,Rabi,104,39,63,7.76,20.7,348.6,80.9,4.2,5.88
Delhi,Delhi District 1,Upper Gangetic Plains,Sugarcane,Agriculture,Kharif,59,25,40,7.02,24.1,397.6,68.8,3.07,2.01
Delhi,Delhi District 1,Upper Gangetic Plains,Sugarcane,Agriculture,Zaid,102,52,44,7.71,27.9,719.6,53.9,4.49,2.84
Delhi,Delhi District 3,Upper Gangetic Plains,Sugarcane,Agriculture,Zaid,89,40,41,6.72,30.7,486.8,59.1,0.58,1.65
Delhi,Delhi District 1,Upper Gangetic Plains,Cotton,Agriculture,Kharif,103,55,51,7.68,31.4,1445.4,67.4,0.72,5.43
Delhi,Delhi District 1,Upper Gangetic Plains,Cotton,Agriculture,Zaid,93,40,60,7.15,29.2,1741.5,73.8,2.52,4.26
Delhi,Delhi District 5,Upper Gangetic Plains,Cotton,Agriculture,Zaid,68,34,35,7.11,27.5,1394.7,67.6,3.74,4.39
Delhi,Delhi District 2,Upper Gangetic Plains,Cotton,Agriculture,Kharif,117,43,57,5.86,32.8,783.1,66.6,2.96,4.01
Delhi,Delhi District 4,Upper Gangetic Plains,Cotton,Agriculture,Kharif,97,42,56,7.63,21.7,606.4,40.7,1.45,3.83
Delhi,Delhi District 4,Upper Gangetic Plains,Tomato,Horticulture,Rabi,65,42,38,7.74,32.6,578.9,41.2,0.9,2.79
Delhi,Delhi District 4,Upper Gangetic Plains,Tomato,Horticulture,Rabi,85,45,87,7.06,19.0,1805.0,61.7,3.64,1.74
Delhi,Delhi District 2,Upper Gangetic Plains,Tomato,Horticulture,Kharif,44,42,87,6.93,34.7,794.6,75.7,2.71,1.68
Delhi,Delhi District 2,Upper Gangetic Plains,Tomato,Horticulture,Rabi,98,50,35,7.52,23.8,961.6,74.0,0.83,5.39
Delhi,Delhi District 3,Upper Gangetic Plains,Tomato,Horticulture,Zaid,109,42,69,5.78,27.5,719.8,84.0,4.08,3.36
Delhi,Delhi District 4,Upper Gangetic Plains,Potato,Horticulture,Rabi,48,20,88,6.03,27.5,1638.0,54.1,0.88,3.59
Delhi,Delhi District 5,Upper Gangetic Plains,Potato,Horticulture,Kharif,93,55,65,6.78,25.1,672.6,72.4,3.34,1.95
Delhi,Delhi District 1,Upper Gangetic Plains,Potato,Horticulture,Kharif,85,54,46,7.31,21.2,1846.2,77.3,1.24,5.42
Delhi,Delhi District 2,Upper Gangetic Plains,Potato,Horticulture,Zaid,100,50,66,7.2,34.0,1385.2,56.4,2.52,5.37
Delhi,Delhi District 4,Upper Gangetic Plains,Potato,Horticulture,Zaid,40,50,79,6.32,31.9,612.7,60.9,0.56,3.67
Delhi,Delhi District 1,Upper Gangetic Plains,Onion,Horticulture,Rabi,56,44,85,6.21,32.6,1130.2,41.2,3.69,3.25
Delhi,Delhi District 1,Upper Gangetic Plains,Onion,Horticulture,Rabi,42,31,30,7.7,33.9,989.4,65.6,4.06,4.64
Delhi,Delhi District 3,Upper Gangetic Plains,Onion,Horticulture,Rabi,63,37,79,7.42,25.3,1692.9,75.3,4.68,4.9
Delhi,Delhi District 1,Upper Gangetic Plains,Onion,Horticulture,Rabi,64,39,86,7.41,32.9,1748.6,83.4,3.12,5.59
Delhi,Delhi District 2,Upper Gangetic Plains,Onion,Horticulture,Rabi,64,34,41,7.5,20.2,973.1,52.2,1.81,2.05
Delhi,Delhi District 3,Upper Gangetic Plains,Banana,Horticulture,Rabi,55,38,59,7.62,23.3,1689.7,45.5,1.32,5.78
Delhi,Delhi District 4,Upper Gangetic Plains,Banana,Horticulture,Kharif,75,48,45,6.49,28.2,710.6,62.1,0.83,1.66
Delhi,Delhi District 4,Upper Gangetic Plains,Banana,Horticulture,Rabi,70,52,52,7.22,34.9,972.6,68.1,4.83,5.24
Delhi,Delhi District 3,Upper Gangetic Plains,Banana,Horticulture,Kharif,42,31,64,7.95,24.4,343.4,72.7,4.24,2.06
Delhi,Delhi District 3,Upper Gangetic Plains,Banana,Horticulture,Kharif,110,56,52,6.0,25.0,1321.4,47.2,1.45,2.77
Delhi,Delhi District 2,Upper Gangetic Plains,Mango,Horticulture,Rabi,58,24,58,6.26,33.0,1530.5,70.1,4.09,2.66
Delhi,Delhi District 4,Upper Gangetic Plains,Mango,Horticulture,Zaid,116,41,69,6.27,28.9,1799.8,58.1,0.8,3.82
Delhi,Delhi District 2,Upper Gangetic Plains,Mango,Horticulture,Zaid,79,41,64,6.71,25.9,1412.8,44.7,1.64,5.64
Delhi,Delhi District 4,Upper Gangetic Plains,Mango,Horticulture,Kharif,77,28,39,5.54,25.5,730.0,70.8,3.76,5.53
Delhi,Delhi District 1,Upper Gangetic Plains,Mango,Horticulture,Zaid,50,37,76,5.9,19.7,1185.7,72.4,3.66,3.53
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Rice,Agriculture,Rabi,64,38,69,5.62,30.1,1289.7,48.9,0.72,1.99
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Rice,Agriculture,Kharif,77,23,46,7.34,33.7,1059.6,47.8,0.72,2.61
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Rice,Agriculture,Kharif,49,57,61,7.91,30.5,405.2,73.5,0.61,4.43
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Rice,Agriculture,Zaid,105,57,70,7.04,21.1,1454.4,74.4,2.43,5.38
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Rice,Agriculture,Kharif,50,20,42,7.13,30.6,338.9,83.2,2.05,2.35
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Wheat,Agriculture,Zaid,90,46,89,5.79,30.2,427.1,81.3,3.84,3.01
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Wheat,Agriculture,Rabi,62,30,62,7.46,34.6,1293.7,60.1,1.5,4.44
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Wheat,Agriculture,Kharif,108,37,57,7.75,23.7,1565.1,74.2,3.43,3.28
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Wheat,Agriculture,Kharif,117,50,39,6.49,19.8,1723.0,64.8,3.61,4.57
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Wheat,Agriculture,Kharif,116,22,82,6.98,21.2,914.1,78.8,2.41,5.62
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Maize,Agriculture,Kharif,49,27,41,7.78,26.5,757.3,66.9,1.41,1.83
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Maize,Agriculture,Kharif,115,54,47,7.58,33.5,732.4,74.8,1.69,2.44
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Maize,Agriculture,Zaid,70,43,55,5.87,31.9,769.1,55.8,1.48,4.13
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Maize,Agriculture,Rabi,62,49,32,7.01,26.3,1130.8,43.5,1.36,2.94
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Maize,Agriculture,Rabi,112,24,88,5.9,18.3,1063.7,59.4,2.98,5.25
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Sugarcane,Agriculture,Rabi,106,34,33,5.69,21.3,1849.2,40.9,3.44,3.23
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Sugarcane,Agriculture,Kharif,72,26,51,7.62,26.4,1698.3,58.3,4.93,4.97
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Sugarcane,Agriculture,Kharif,46,59,74,7.7,34.4,851.7,75.9,1.45,3.96
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Sugarcane,Agriculture,Zaid,41,34,50,5.5,31.7,861.4,54.4,2.22,4.34
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Sugarcane,Agriculture,Zaid,83,57,58,6.94,19.9,602.9,41.9,4.14,3.98
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Cotton,Agriculture,Rabi,90,30,41,7.25,34.5,1039.4,58.3,2.16,5.22
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Cotton,Agriculture,Rabi,42,23,35,5.54,22.9,1390.5,48.4,1.86,3.69
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Cotton,Agriculture,Rabi,77,36,51,6.31,24.0,407.6,84.4,0.64,4.48
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Cotton,Agriculture,Kharif,86,55,52,7.95,22.4,1080.0,49.7,2.72,4.9
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Cotton,Agriculture,Rabi,117,36,37,7.4,20.0,928.9,46.8,1.66,2.19
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Tomato,Horticulture,Rabi,107,37,35,6.84,26.0,1169.3,68.6,3.47,2.8
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Tomato,Horticulture,Kharif,95,50,48,7.68,25.0,588.2,74.0,4.25,5.46
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Tomato,Horticulture,Rabi,102,38,78,5.77,19.6,1511.4,43.1,2.73,3.63
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Tomato,Horticulture,Kharif,49,56,77,5.83,20.2,1686.2,81.3,4.0,5.89
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Tomato,Horticulture,Zaid,55,32,54,6.97,19.3,738.4,44.2,1.92,5.44
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Potato,Horticulture,Rabi,46,55,64,6.08,33.8,1774.6,40.8,1.08,3.73
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Potato,Horticulture,Zaid,82,54,41,5.88,31.0,1530.8,65.4,2.61,5.5
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Potato,Horticulture,Rabi,51,23,88,7.66,33.7,340.5,42.3,4.81,2.75
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Potato,Horticulture,Zaid,85,57,75,6.91,28.7,1758.2,64.8,2.35,5.27
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Potato,Horticulture,Rabi,98,58,86,7.0,29.7,1469.9,71.7,1.94,4.09
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Onion,Horticulture,Kharif,105,28,48,6.96,20.5,1724.0,79.7,2.6,2.44
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Onion,Horticulture,Rabi,112,54,37,5.74,18.7,1580.5,59.1,4.98,1.94
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Onion,Horticulture,Kharif,115,59,41,6.24,34.1,557.8,43.7,2.44,5.23
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Onion,Horticulture,Rabi,75,42,88,7.87,19.0,1827.1,53.7,2.75,3.4
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Onion,Horticulture,Zaid,40,52,81,6.01,21.2,1131.3,75.9,3.06,5.52
Jammu and Kashmir,Jammu and Kashmir District 3,Western Himalayas,Banana,Horticulture,Zaid,40,43,63,7.34,27.1,903.6,84.0,3.67,5.24
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Banana,Horticulture,Kharif,53,51,80,6.06,27.1,1482.8,74.8,0.69,3.43
Jammu and Kashmir,Jammu and Kashmir District 1,Western Himalayas,Banana,Horticulture,Rabi,57,35,31,6.69,29.1,548.0,48.3,1.42,2.57
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Banana,Horticulture,Kharif,112,37,59,7.31,18.3,1473.6,82.1,3.71,1.67
Jammu and Kashmir,Jammu and Kashmir District 5,Western Himalayas,Banana,Horticulture,Kharif,85,53,58,6.96,34.8,1807.8,58.5,2.17,2.84
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Mango,Horticulture,Zaid,40,34,32,7.9,27.8,1978.9,56.8,2.56,2.96
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Mango,Horticulture,Zaid,87,38,85,7.97,18.8,555.6,59.1,1.34,3.14
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Mango,Horticulture,Zaid,86,41,61,6.38,19.6,1027.8,84.2,1.98,5.44
Jammu and Kashmir,Jammu and Kashmir District 2,Western Himalayas,Mango,Horticulture,Zaid,102,28,72,7.02,26.9,1905.4,47.8,1.66,4.91
Jammu and Kashmir,Jammu and Kashmir District 4,Western Himalayas,Mango,Horticulture,Kharif,71,56,61,5.53,20.9,1694.4,55.1,0.93,5.03
Ladakh,Ladakh District 3,Western Himalayas,Rice,Agriculture,Kharif,112,57,78,7.15,27.4,651.3,55.3,3.19,5.66
Ladakh,Ladakh District 1,Western Himalayas,Rice,Agriculture,Kharif,69,22,51,7.44,31.7,1270.3,40.5,3.93,1.98
Ladakh,Ladakh District 4,Western Himalayas,Rice,Agriculture,Kharif,91,58,33,7.11,23.2,1827.8,66.7,1.43,2.68
Ladakh,Ladakh District 3,Western Himalayas,Rice,Agriculture,Rabi,79,44,68,7.52,25.4,1242.8,76.0,3.25,2.51
Ladakh,Ladakh District 5,Western Himalayas,Rice,Agriculture,Zaid,84,45,66,7.92,21.4,1916.9,64.2,3.52,1.95
Ladakh,Ladakh District 5,Western Himalayas,Wheat,Agriculture,Zaid,100,47,80,6.71,21.1,1136.7,55.2,2.55,3.06
Ladakh,Ladakh District 1,Western Himalayas,Wheat,Agriculture,Rabi,87,38,60,6.39,24.7,1666.4,79.9,1.62,5.26
Ladakh,Ladakh District 2,Western Himalayas,Wheat,Agriculture,Kharif,93,56,32,7.74,26.4,1225.2,83.0,4.49,2.26
Ladakh,Ladakh District 3,Western Himalayas,Wheat,Agriculture,Zaid,86,50,41,6.43,21.3,494.3,73.3,3.97,5.86
Ladakh,Ladakh District 2,Western Himalayas,Wheat,Agriculture,Kharif,110,49,47,7.96,23.8,830.4,80.8,3.13,2.47
Ladakh,Ladakh District 1,Western Himalayas,Maize,Agriculture,Zaid,74,43,71,6.86,26.8,1475.6,43.5,4.12,2.13
Ladakh,Ladakh District 4,Western Himalayas,Maize,Agriculture,Kharif,103,36,63,6.45,18.8,1442.9,84.4,4.6,4.73
Ladakh,Ladakh District 1,Western Himalayas,Maize,Agriculture,Rabi,76,59,50,7.68,30.7,672.4,43.2,3.72,3.26
Ladakh,Ladakh District 2,Western Himalayas,Maize,Agriculture,Zaid,69,55,77,7.38,30.8,862.2,40.7,0.75,2.77
Ladakh,Ladakh District 5,Western Himalayas,Maize,Agriculture,Kharif,101,26,36,5.56,34.8,848.2,77.9,1.31,1.78
Ladakh,Ladakh District 4,Western Himalayas,Sugarcane,Agriculture,Rabi,107,47,62,5.88,33.5,1895.2,40.6,3.77,2.89
Ladakh,Ladakh District 4,Western Himalayas,Sugarcane,Agriculture,Rabi,92,32,83,6.79,27.9,1091.5,71.6,3.73,3.48
Ladakh,Ladakh District 1,Western Himalayas,Sugarcane,Agriculture,Rabi,102,52,40,5.88,28.4,707.1,79.0,1.97,2.98
Ladakh,Ladakh District 2,Western Himalayas,Sugarcane,Agriculture,Zaid,85,25,37,7.14,23.2,514.9,74.2,4.33,2.66
Ladakh,Ladakh District 2,Western Himalayas,Sugarcane,Agriculture,Rabi,87,42,35,6.5,25.8,1742.7,74.1,3.21,3.06
Ladakh,Ladakh District 2,Western Himalayas,Cotton,Agriculture,Rabi,51,54,36,6.16,25.3,957.5,74.5,4.48,4.65
Ladakh,Ladakh District 4,Western Himalayas,Cotton,Agriculture,Rabi,47,51,62,5.85,21.7,1119.3,41.9,2.58,3.39
Ladakh,Ladakh District 4,Western Himalayas,Cotton,Agriculture,Kharif,90,51,43,5.95,28.0,452.5,73.0,4.98,5.19
Ladakh,Ladakh District 4,Western Himalayas,Cotton,Agriculture,Zaid,118,27,49,7.84,34.8,974.1,84.6,1.2,2.64
Ladakh,Ladakh District 1,Western Himalayas,Cotton,Agriculture,Zaid,56,50,77,5.95,34.4,1284.1,63.5,0.54,3.69
Ladakh,Ladakh District 4,Western Himalayas,Tomato,Horticulture,Kharif,66,31,42,7.44,26.4,1811.7,55.6,2.16,5.5
Ladakh,Ladakh District 5,Western Himalayas,Tomato,Horticulture,Rabi,72,27,70,6.19,29.2,503.7,79.6,4.01,2.36
Ladakh,Ladakh District 5,Western Himalayas,Tomato,Horticulture,Kharif,93,31,42,6.18,25.0,1488.7,68.7,2.9,4.96
Ladakh,Ladakh District 2,Western Himalayas,Tomato,Horticulture,Zaid,49,27,50,7.7,28.5,1698.0,64.6,1.48,3.94
Ladakh,Ladakh District 4,Western Himalayas,Tomato,Horticulture,Kharif,76,33,45,5.56,26.8,1123.2,59.9,1.86,5.94
Ladakh,Ladakh District 4,Western Himalayas,Potato,Horticulture,Kharif,109,29,77,5.86,27.4,1402.8,57.6,2.74,5.44
Ladakh,Ladakh District 4,Western Himalayas,Potato,Horticulture,Kharif,104,35,74,5.96,31.0,988.7,79.3,2.86,1.6
Ladakh,Ladakh District 1,Western Himalayas,Potato,Horticulture,Zaid,113,33,43,5.92,23.9,1594.2,82.9,2.17,5.23
Ladakh,Ladakh District 3,Western Himalayas,Potato,Horticulture,Rabi,110,31,32,7.52,28.6,757.9,52.8,1.06,5.65
Ladakh,Ladakh District 2,Western Himalayas,Potato,Horticulture,Rabi,53,28,67,6.38,29.4,960.1,51.5,2.3,5.13
Ladakh,Ladakh District 3,Western Himalayas,Onion,Horticulture,Kharif,84,30,37,6.27,27.1,528.3,82.0,4.53,2.35
Ladakh,Ladakh District 5,Western Himalayas,Onion,Horticulture,Zaid,68,53,45,7.02,22.7,1487.6,46.9,0.99,3.91
Ladakh,Ladakh District 2,Western Himalayas,Onion,Horticulture,Kharif,73,51,82,5.9,29.5,1220.4,40.8,0.78,5.5
Ladakh,Ladakh District 2,Western Himalayas,Onion,Horticulture,Rabi,88,35,50,7.81,22.2,1753.9,81.4,4.56,5.78
Ladakh,Ladakh District 3,Western Himalayas,Onion,Horticulture,Kharif,69,36,69,6.84,25.5,1612.2,63.2,3.24,4.76
Ladakh,Ladakh District 5,Western Himalayas,Banana,Horticulture,Zaid,56,46,81,6.5,34.6,1162.9,64.9,3.71,3.68
Ladakh,Ladakh District 4,Western Himalayas,Banana,Horticulture,Zaid,53,28,39,6.52,29.6,1962.7,77.3,3.47,4.81
Ladakh,Ladakh District 4,Western Himalayas,Banana,Horticulture,Kharif,42,56,62,6.46,20.3,955.4,82.4,4.5,3.86
Ladakh,Ladakh District 3,Western Himalayas,Banana,Horticulture,Kharif,98,28,42,7.29,24.8,619.6,64.3,1.51,5.88
Ladakh,Ladakh District 2,Western Himalayas,Banana,Horticulture,Zaid,70,24,35,7.04,31.2,1263.5,50.3,0.67,4.28
Ladakh,Ladakh District 5,Western Himalayas,Mango,Horticulture,Rabi,55,43,81,5.75,20.2,404.8,84.8,2.24,5.58
Ladakh,Ladakh District 2,Western Himalayas,Mango,Horticulture,Zaid,67,23,57,7.56,31.9,1650.3,77.1,1.45,3.67
Ladakh,Ladakh District 2,Western Himalayas,Mango,Horticulture,Rabi,112,24,46,6.63,26.8,1677.7,59.2,3.66,3.46
Ladakh,Ladakh District 3,Western Himalayas,Mango,Horticulture,Zaid,106,21,77,7.72,29.3,1400.4,51.1,2.28,4.57
Ladakh,Ladakh District 5,Western Himalayas,Mango,Horticulture,Kharif,55,56,32,6.98,24.8,1720.4,72.8,3.87,2.38
Puducherry,Puducherry District 3,East Coast Plains,Rice,Agriculture,Rabi,44,36,66,7.21,28.0,1732.0,52.8,3.09,2.05
Puducherry,Puducherry District 5,East Coast Plains,Rice,Agriculture,Rabi,57,54,73,7.81,30.6,837.4,74.4,0.6,3.87
Puducherry,Puducherry District 2,East Coast Plains,Rice,Agriculture,Kharif,67,58,62,6.0,32.0,1002.5,40.6,3.8,4.18
Puducherry,Puducherry District 1,East Coast Plains,Rice,Agriculture,Kharif,43,23,38,7.85,26.4,445.4,79.1,1.75,2.42
Puducherry,Puducherry District 1,East Coast Plains,Rice,Agriculture,Rabi,52,52,61,5.69,19.2,1213.6,47.2,0.53,3.4
Puducherry,Puducherry District 4,East Coast Plains,Wheat,Agriculture,Kharif,40,59,63,6.23,27.3,771.5,64.8,1.02,5.74
Puducherry,Puducherry District 2,East Coast Plains,Wheat,Agriculture,Kharif,62,53,49,5.8,31.3,918.4,73.1,2.81,4.82
Puducherry,Puducherry District 5,East Coast Plains,Wheat,Agriculture,Zaid,47,42,43,6.93,18.3,726.1,50.3,1.62,3.91
Puducherry,Puducherry District 5,East Coast Plains,Wheat,Agriculture,Kharif,97,33,43,6.34,19.2,1904.0,74.8,4.27,3.15
Puducherry,Puducherry District 4,East Coast Plains,Wheat,Agriculture,Zaid,94,34,30,7.9,30.3,1802.5,81.4,2.8,4.33
Puducherry,Puducherry District 5,East Coast Plains,Maize,Agriculture,Rabi,107,42,50,6.33,28.1,1516.6,80.0,4.26,4.24
Puducherry,Puducherry District 2,East Coast Plains,Maize,Agriculture,Zaid,79,24,34,6.76,32.7,1441.5,77.9,1.63,5.5
Puducherry,Puducherry District 1,East Coast Plains,Maize,Agriculture,Kharif,47,45,57,6.9,27.3,648.9,71.3,3.83,2.67
Puducherry,Puducherry District 5,East Coast Plains,Maize,Agriculture,Rabi,102,49,40,6.87,32.3,589.2,54.2,4.5,4.02
Puducherry,Puducherry District 1,East Coast Plains,Maize,Agriculture,Kharif,42,59,57,6.09,24.8,1589.1,69.3,1.3,1.73
Puducherry,Puducherry District 2,East Coast Plains,Sugarcane,Agriculture,Zaid,67,41,74,5.99,33.7,1051.1,73.4,2.96,2.65
Puducherry,Puducherry District 1,East Coast Plains,Sugarcane,Agriculture,Kharif,108,52,80,5.93,34.7,1096.5,79.0,4.32,3.8
Puducherry,Puducherry District 3,East Coast Plains,Sugarcane,Agriculture,Kharif,62,52,70,7.24,24.3,608.1,81.6,0.97,3.94
Puducherry,Puducherry District 1,East Coast Plains,Sugarcane,Agriculture,Zaid,81,49,33,6.72,24.2,1397.3,82.6,0.69,5.63
Puducherry,Puducherry District 1,East Coast Plains,Sugarcane,Agriculture,Zaid,47,43,68,7.67,25.1,1208.9,40.9,1.21,4.39
Puducherry,Puducherry District 3,East Coast Plains,Cotton,Agriculture,Kharif,105,20,36,6.39,26.4,1779.6,74.9,0.88,5.51
Puducherry,Puducherry District 4,East Coast Plains,Cotton,Agriculture,Rabi,107,35,32,7.66,20.6,321.9,44.9,2.14,4.11
Puducherry,Puducherry District 4,East Coast Plains,Cotton,Agriculture,Rabi,71,52,39,6.72,24.2,938.5,62.6,0.85,4.57
Puducherry,Puducherry District 2,East Coast Plains,Cotton,Agriculture,Rabi,75,53,53,7.75,20.9,1801.0,65.8,4.4,3.63
Puducherry,Puducherry District 4,East Coast Plains,Cotton,Agriculture,Rabi,57,23,77,5.81,25.6,1268.8,67.3,2.14,1.84
Puducherry,Puducherry District 2,East Coast Plains,Tomato,Horticulture,Rabi,100,43,44,7.84,34.2,1756.2,78.0,0.94,5.97
Puducherry,Puducherry District 5,East Coast Plains,Tomato,Horticulture,Kharif,74,45,52,7.67,33.0,418.9,58.9,3.12,2.16
Puducherry,Puducherry District 2,East Coast Plains,Tomato,Horticulture,Kharif,106,53,51,7.8,25.1,1769.0,44.9,1.93,2.29
Puducherry,Puducherry District 2,East Coast Plains,Tomato,Horticulture,Rabi,114,23,87,7.02,21.3,764.7,68.8,2.61,5.36
Puducherry,Puducherry District 1,East Coast Plains,Tomato,Horticulture,Rabi,53,53,37,6.41,29.1,1425.8,58.2,1.93,5.7
Puducherry,Puducherry District 2,East Coast Plains,Potato,Horticulture,Rabi,100,36,43,6.55,29.9,1999.1,72.0,3.93,5.72
Puducherry,Puducherry District 5,East Coast Plains,Potato,Horticulture,Rabi,80,34,71,7.89,21.6,1156.7,70.6,1.61,4.2
Puducherry,Puducherry District 5,East Coast Plains,Potato,Horticulture,Kharif,70,27,59,6.62,26.4,807.6,47.2,0.71,2.38
Puducherry,Puducherry District 2,East Coast Plains,Potato,Horticulture,Kharif,77,50,65,6.71,31.7,1668.5,81.7,0.88,2.72
Puducherry,Puducherry District 5,East Coast Plains,Potato,Horticulture,Zaid,75,51,53,5.92,22.8,1186.3,52.5,1.45,1.89
Puducherry,Puducherry District 5,East Coast Plains,Onion,Horticulture,Rabi,40,22,50,5.68,22.8,713.1,51.2,2.2,5.18
Puducherry,Puducherry District 5,East Coast Plains,Onion,Horticulture,Zaid,111,23,79,6.59,21.3,1130.0,58.1,4.08,4.94
Puducherry,Puducherry District 3,East Coast Plains,Onion,Horticulture,Kharif,115,48,40,6.84,32.6,398.9,63.7,2.93,5.37
Puducherry,Puducherry District 4,East Coast Plains,Onion,Horticulture,Rabi,65,39,73,7.85,34.9,1930.6,40.3,0.71,2.16
Puducherry,Puducherry District 5,East Coast Plains,Onion,Horticulture,Zaid,74,51,84,7.79,25.9,476.0,60.6,2.19,4.1
Puducherry,Puducherry District 5,East Coast Plains,Banana,Horticulture,Kharif,84,53,35,6.68,34.2,565.0,48.5,4.14,2.67
Puducherry,Puducherry District 1,East Coast Plains,Banana,Horticulture,Zaid,91,35,64,6.79,21.3,1588.3,68.9,4.66,5.02
Puducherry,Puducherry District 3,East Coast Plains,Banana,Horticulture,Rabi,48,45,32,5.82,26.5,1411.2,77.7,4.71,2.93
Puducherry,Puducherry District 1,East Coast Plains,Banana,Horticulture,Rabi,53,41,72,6.08,19.4,300.9,67.4,2.13,4.89
Puducherry,Puducherry District 1,East Coast Plains,Banana,Horticulture,Rabi,56,47,79,7.13,24.1,1938.4,82.1,4.32,5.64
